latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
34.35443,-116.85309,303.3,0.39,0.36,2025-01-01,0932,N21,VIIRS,n,2.0NRT,277.12,1.4,N
34.4299,-118.64671,297.1,0.43,0.38,2025-01-01,0932,N21,VIIRS,n,2.0NRT,264.7,0.56,N
34.14202,-117.42586,306.28,0.4,0.37,2025-01-01,0932,N21,VIIRS,n,2.0NRT,281.2,0.58,N
34.2437,-118.38141,296.45,0.42,0.38,2025-01-01,0932,N21,VIIRS,n,2.0NRT,269.38,0.57,N
34.29257,-118.80392,295.67,0.43,0.38,2025-01-01,0932,N21,VIIRS,n,2.0NRT,264.76,0.36,N
34.15178,-118.19499,310.09,0.41,0.37,2025-01-01,0932,N21,VIIRS,n,2.0NRT,280.81,1.01,N
34.07676,-118.544,296.21,0.42,0.38,2025-01-01,0932,N21,VIIRS,n,2.0NRT,280.79,0.81,N
34.07334,-118.54476,329.76,0.42,0.38,2025-01-01,0932,N21,VIIRS,n,2.0NRT,309.22,50.07,N
34.07396,-118.54937,299.47,0.42,0.38,2025-01-01,0932,N21,VIIRS,n,2.0NRT,278.89,4.16,N
34.06992,-118.54556,299.75,0.42,0.38,2025-01-01,0932,N21,VIIRS,n,2.0NRT,281,50.07,N
33.58456,-116.02528,295.56,0.38,0.36,2025-01-01,0932,N21,VIIRS,n,2.0NRT,280.28,0.71,N
33.79534,-117.47569,297.79,0.4,0.37,2025-01-01,0932,N21,VIIRS,n,2.0NRT,275.99,1.4,N
33.71655,-117.70934,300.22,0.4,0.37,2025-01-01,0934,N21,VIIRS,n,2.0NRT,274.66,0.61,N
33.10213,-116.12675,297.21,0.38,0.36,2025-01-01,0934,N21,VIIRS,n,2.0NRT,277.96,0.6,N
32.85916,-117.03027,295.96,0.39,0.36,2025-01-01,0934,N21,VIIRS,n,2.0NRT,279.54,0.65,N
32.59726,-117.01036,302.85,0.39,0.36,2025-01-01,0934,N21,VIIRS,n,2.0NRT,278.56,0.53,N
32.50963,-116.76872,310.12,0.38,0.36,2025-01-01,0934,N21,VIIRS,n,2.0NRT,277.02,0.79,N
32.4719,-116.81023,296.57,0.38,0.36,2025-01-01,0934,N21,VIIRS,n,2.0NRT,278.45,0.75,N
34.33519,-118.51933,329.86,0.39,0.36,2025-01-01,2053,N21,VIIRS,n,2.0NRT,301.65,1.66,D
34.29337,-118.8006,330.58,0.39,0.36,2025-01-01,2053,N21,VIIRS,n,2.0NRT,299.96,2.26,D
34.4315,-118.644,327.5,0.39,0.36,2025-01-01,2053,N21,VIIRS,l,2.0NRT,301.33,1.92,D
32.06999,-116.63242,333.56,0.38,0.36,2025-01-01,2053,N21,VIIRS,n,2.0NRT,302.01,2.23,D
34.33606,-118.52146,295.46,0.47,0.48,2025-01-02,0913,N21,VIIRS,n,2.0NRT,272.07,0.85,N
34.2907,-118.80236,298.8,0.48,0.48,2025-01-02,0913,N21,VIIRS,n,2.0NRT,273.13,1.05,N
34.29126,-118.79994,297.93,0.48,0.48,2025-01-02,0913,N21,VIIRS,n,2.0NRT,272.99,0.83,N
34.14033,-117.42835,295.33,0.4,0.45,2025-01-02,0913,N21,VIIRS,n,2.0NRT,279.81,0.65,N
34.03999,-117.8203,298.24,0.42,0.45,2025-01-02,0913,N21,VIIRS,n,2.0NRT,279.24,0.29,N
33.90531,-118.4039,296.06,0.45,0.47,2025-01-02,0913,N21,VIIRS,n,2.0NRT,283.63,0.96,N
33.79412,-117.47604,305.99,0.4,0.44,2025-01-02,0913,N21,VIIRS,n,2.0NRT,276.94,0.82,N
33.85476,-118.33191,296.43,0.45,0.47,2025-01-02,0913,N21,VIIRS,n,2.0NRT,283.45,1.01,N
33.82032,-118.2439,301.29,0.44,0.46,2025-01-02,0913,N21,VIIRS,n,2.0NRT,283.99,1.27,N
33.7775,-118.23768,298.17,0.44,0.46,2025-01-02,0913,N21,VIIRS,n,2.0NRT,283.99,0.97,N
33.71546,-117.71051,297.67,0.41,0.45,2025-01-02,0913,N21,VIIRS,n,2.0NRT,274.2,0.94,N
33.6114,-117.82378,300.99,0.42,0.45,2025-01-02,0913,N21,VIIRS,n,2.0NRT,279.24,0.75,N
33.49101,-117.61593,301.86,0.41,0.45,2025-01-02,0913,N21,VIIRS,n,2.0NRT,279.19,0.87,N
32.85785,-117.02716,297.12,0.56,0.43,2025-01-02,0913,N21,VIIRS,n,2.0NRT,277.73,1.03,N
32.59726,-117.01228,302.59,0.55,0.43,2025-01-02,0913,N21,VIIRS,n,2.0NRT,278.01,1.09,N
32.49692,-116.7906,303.1,0.54,0.42,2025-01-02,0913,N21,VIIRS,n,2.0NRT,280.13,0.97,N
32.49813,-116.83652,298.87,0.54,0.42,2025-01-02,0913,N21,VIIRS,n,2.0NRT,283.91,2.15,N
32.49749,-116.83083,311.37,0.54,0.42,2025-01-02,0913,N21,VIIRS,n,2.0NRT,282.81,2.41,N
32.50491,-116.7489,335.73,0.49,0.41,2025-01-02,2031,N21,VIIRS,n,2.0NRT,306.97,2.64,D
34.29167,-118.80069,327.14,0.39,0.44,2025-01-02,2033,N21,VIIRS,n,2.0NRT,300.63,1.97,D
35.88718,-120.4645,325.81,0.44,0.46,2025-01-02,2033,N21,VIIRS,n,2.0NRT,288.71,2.61,D
34.43035,-118.64549,295.27,0.45,0.63,2025-01-03,0856,N21,VIIRS,n,2.0NRT,274.77,0.76,N
34.29287,-118.80256,297.15,0.46,0.63,2025-01-03,0856,N21,VIIRS,n,2.0NRT,274.14,0.95,N
34.2898,-118.80109,297.6,0.46,0.64,2025-01-03,1036,N21,VIIRS,n,2.0NRT,275.18,1.01,N
35.56101,-120.54137,337.94,0.41,0.6,2025-01-03,2014,N21,VIIRS,n,2.0NRT,291.24,4.43,D
35.64425,-120.3784,333.37,0.4,0.6,2025-01-03,2014,N21,VIIRS,n,2.0NRT,292.78,5.77,D
34.60524,-117.33961,298.25,0.72,0.75,2025-01-04,0834,N21,VIIRS,n,2.0NRT,277.36,1.54,N
34.60591,-117.33818,301.26,0.72,0.75,2025-01-04,0834,N21,VIIRS,n,2.0NRT,278.03,2.19,N
34.3355,-118.52049,306.16,0.52,0.5,2025-01-04,1017,N21,VIIRS,n,2.0NRT,279.52,1.28,N
34.29226,-118.80014,299.01,0.5,0.49,2025-01-04,1017,N21,VIIRS,n,2.0NRT,271.69,1.05,N
33.85373,-118.33222,300.36,0.55,0.51,2025-01-04,1017,N21,VIIRS,n,2.0NRT,286.14,1.69,N
33.81905,-118.24485,295.82,0.55,0.51,2025-01-04,1017,N21,VIIRS,n,2.0NRT,285.24,2.42,N
32.42372,-116.92384,295.84,0.35,0.57,2025-01-04,1017,N21,VIIRS,n,2.0NRT,278.34,0.58,N
37.02581,-120.19563,301.26,0.39,0.36,2025-01-05,0958,N21,VIIRS,n,2.0NRT,273.89,0.87,N
34.62171,-117.09798,299.3,0.52,0.41,2025-01-05,0958,N21,VIIRS,n,2.0NRT,275.03,0.82,N
34.60629,-117.33669,311.35,0.51,0.41,2025-01-05,0958,N21,VIIRS,n,2.0NRT,274.13,2.51,N
34.35291,-116.85509,297.49,0.54,0.42,2025-01-05,0958,N21,VIIRS,n,2.0NRT,274.63,0.93,N
34.43184,-118.64561,298.29,0.45,0.39,2025-01-05,0958,N21,VIIRS,n,2.0NRT,274.37,0.81,N
34.42833,-118.64648,300.81,0.45,0.39,2025-01-05,0958,N21,VIIRS,n,2.0NRT,274.41,0.86,N
34.33504,-118.51842,309.73,0.46,0.39,2025-01-05,0958,N21,VIIRS,n,2.0NRT,279.85,1.51,N
34.31912,-118.51236,297.74,0.46,0.39,2025-01-05,0958,N21,VIIRS,n,2.0NRT,280.33,0.71,N
34.24276,-118.38293,298.51,0.46,0.39,2025-01-05,0958,N21,VIIRS,n,2.0NRT,275.56,0.49,N
34.29218,-118.80285,314.07,0.45,0.39,2025-01-05,0958,N21,VIIRS,n,2.0NRT,279.99,1.26,N
34.15216,-118.19037,300.62,0.47,0.4,2025-01-05,0958,N21,VIIRS,n,2.0NRT,275.32,0.92,N
33.79404,-117.47615,300.1,0.51,0.41,2025-01-05,0958,N21,VIIRS,n,2.0NRT,277.36,1.02,N
33.85201,-118.3296,295.36,0.47,0.4,2025-01-05,0958,N21,VIIRS,n,2.0NRT,278.62,1.69,N
33.82061,-118.24333,298.48,0.48,0.4,2025-01-05,0958,N21,VIIRS,n,2.0NRT,283.06,1.16,N
33.81511,-118.23425,295.43,0.48,0.4,2025-01-05,0958,N21,VIIRS,n,2.0NRT,279.55,1.75,N
33.71379,-117.70872,297.49,0.5,0.41,2025-01-05,0958,N21,VIIRS,n,2.0NRT,273.41,0.87,N
33.6138,-117.82133,301.33,0.5,0.41,2025-01-05,0958,N21,VIIRS,n,2.0NRT,277.85,1.21,N
33.49084,-117.61639,295.32,0.51,0.41,2025-01-05,0958,N21,VIIRS,n,2.0NRT,275.59,0.91,N
32.59805,-117.00886,295.51,0.57,0.43,2025-01-05,0958,N21,VIIRS,n,2.0NRT,277.7,0.75,N
32.49767,-116.83266,309.12,0.39,0.44,2025-01-05,0958,N21,VIIRS,n,2.0NRT,279.82,1.7,N
32.39236,-116.51988,351.23,0.44,0.46,2025-01-05,2116,N21,VIIRS,n,2.0NRT,292.2,9.97,D
32.39705,-116.51613,344.28,0.44,0.46,2025-01-05,2116,N21,VIIRS,n,2.0NRT,289.14,9.04,D
32.39661,-116.52055,347.32,0.44,0.46,2025-01-05,2116,N21,VIIRS,n,2.0NRT,294.87,44.16,D
37.02523,-120.19408,299.48,0.45,0.39,2025-01-06,0938,N21,VIIRS,n,2.0NRT,277.02,1.03,N
34.62222,-117.09855,312.37,0.38,0.36,2025-01-06,0938,N21,VIIRS,n,2.0NRT,278.95,1.03,N
34.82006,-118.74828,299.33,0.4,0.37,2025-01-06,0938,N21,VIIRS,n,2.0NRT,278.49,0.53,N
34.60886,-117.33714,302.78,0.38,0.36,2025-01-06,0938,N21,VIIRS,n,2.0NRT,277.38,1.19,N
34.43155,-118.64622,301.53,0.39,0.36,2025-01-06,0938,N21,VIIRS,n,2.0NRT,279.63,0.66,N
34.42824,-118.64696,297.77,0.39,0.36,2025-01-06,0938,N21,VIIRS,n,2.0NRT,278.75,0.66,N
34.33435,-118.51862,315.97,0.39,0.36,2025-01-06,0938,N21,VIIRS,n,2.0NRT,283.57,1.68,N
34.3199,-118.51305,305.76,0.39,0.36,2025-01-06,0938,N21,VIIRS,n,2.0NRT,282.99,0.31,N
34.24277,-118.38135,305.71,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,280.17,0.78,N
34.29055,-118.80098,318.23,0.39,0.37,2025-01-06,0941,N21,VIIRS,n,2.0NRT,284.35,1.48,N
34.15368,-118.19399,311.68,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,281.7,1.39,N
34.03893,-117.82045,296.02,0.38,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,280.24,0.19,N
34.10146,-118.32417,296.79,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,283.26,0.45,N
34.035,-118.10714,301.15,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,281.06,0.38,N
33.90541,-118.4025,298.24,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,285.73,0.75,N
33.85411,-118.3321,301.97,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,287.1,1.22,N
33.85082,-118.33279,299.51,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,285.97,1.22,N
33.82032,-118.24399,305.43,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,287.56,1.59,N
33.81578,-118.23643,298.1,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,283.84,1.13,N
33.71493,-117.71017,302.46,0.38,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,279.98,0.8,N
33.77835,-118.23595,303.29,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,287.79,1.4,N
33.7918,-118.34824,296.77,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,281.27,0.35,N
32.85771,-117.14655,299.32,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,277.88,0.8,N
32.5968,-117.0124,301.26,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,279.9,0.73,N
32.52845,-116.86671,316.24,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,280.69,1.13,N
32.50883,-116.76908,298.05,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,278.64,0.58,N
32.49606,-116.83536,295.03,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,283.83,0.55,N
32.40232,-116.51904,301.76,0.4,0.37,2025-01-06,0941,N21,VIIRS,n,2.0NRT,283.26,1.29,N
32.3936,-116.50814,338.44,0.4,0.37,2025-01-06,0941,N21,VIIRS,n,2.0NRT,284.56,5.11,N
32.39028,-116.50887,304.55,0.4,0.37,2025-01-06,0941,N21,VIIRS,n,2.0NRT,281.2,1.02,N
32.43631,-117.07648,325.44,0.39,0.36,2025-01-06,0941,N21,VIIRS,n,2.0NRT,283.3,2.97,N
32.34523,-116.51102,344.01,0.41,0.37,2025-01-06,2057,N21,VIIRS,n,2.0NRT,302.82,7.36,D
32.3492,-116.50735,331.15,0.41,0.37,2025-01-06,2057,N21,VIIRS,n,2.0NRT,302.72,6.08,D
32.34861,-116.51173,355.13,0.41,0.37,2025-01-06,2057,N21,VIIRS,n,2.0NRT,311.01,15.82,D
35.64069,-120.3809,346.27,0.39,0.36,2025-01-06,2057,N21,VIIRS,n,2.0NRT,295.03,7.55,D
36.14774,-121.07147,346.96,0.39,0.36,2025-01-06,2057,N21,VIIRS,n,2.0NRT,290.41,9.5,D
36.15104,-121.0723,367,0.39,0.36,2025-01-06,2057,N21,VIIRS,h,2.0NRT,292.02,9.5,D
36.24496,-121.12566,328.61,0.39,0.36,2025-01-06,2057,N21,VIIRS,n,2.0NRT,284.58,2.32,D
36.36601,-121.3268,348.43,0.4,0.37,2025-01-06,2057,N21,VIIRS,n,2.0NRT,293.74,6.83,D
36.36529,-121.33112,330.67,0.4,0.37,2025-01-06,2057,N21,VIIRS,n,2.0NRT,292.71,6.83,D
34.60601,-117.3363,305.76,0.51,0.41,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.04,2.75,N
34.43101,-118.64373,310.95,0.39,0.44,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.9,1.62,N
34.33463,-118.51827,308.19,0.39,0.44,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.31,1.44,N
34.31782,-118.51277,296.3,0.38,0.44,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.54,0.64,N
34.29038,-118.80176,311.21,0.4,0.44,2025-01-07,0919,N21,VIIRS,n,2.0NRT,283.28,1.73,N
34.15189,-118.19356,313.26,0.55,0.43,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.07,2.12,N
33.97066,-117.5022,325.03,0.51,0.41,2025-01-07,0919,N21,VIIRS,n,2.0NRT,276.02,3.77,N
33.8522,-118.33243,300.4,0.56,0.43,2025-01-07,0919,N21,VIIRS,n,2.0NRT,288.03,1.84,N
33.81832,-118.24255,297.76,0.55,0.43,2025-01-07,0919,N21,VIIRS,n,2.0NRT,286.58,1.56,N
33.81374,-118.23725,296.36,0.55,0.43,2025-01-07,0919,N21,VIIRS,n,2.0NRT,286.19,1.9,N
33.77792,-118.23687,299.38,0.55,0.43,2025-01-07,0919,N21,VIIRS,n,2.0NRT,287.79,1.18,N
33.71413,-117.71339,301.68,0.52,0.41,2025-01-07,0919,N21,VIIRS,n,2.0NRT,279.32,0.78,N
33.61125,-117.82282,296.73,0.52,0.42,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.88,0.85,N
33.49123,-117.61852,297.45,0.51,0.41,2025-01-07,0919,N21,VIIRS,n,2.0NRT,279.4,0.96,N
32.85769,-117.03003,301.22,0.47,0.4,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.63,1.11,N
32.85742,-117.14909,295.53,0.48,0.4,2025-01-07,0919,N21,VIIRS,n,2.0NRT,273.78,0.43,N
32.59877,-117.01342,303.79,0.47,0.4,2025-01-07,0919,N21,VIIRS,n,2.0NRT,280.91,0.71,N
32.50811,-116.76961,295.11,0.46,0.39,2025-01-07,0919,N21,VIIRS,n,2.0NRT,278.45,0.48,N
32.49244,-116.68797,329.15,0.43,0.38,2025-01-07,2038,N21,VIIRS,l,2.0NRT,299.29,2.96,D
34.03789,-118.55386,341.67,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,286.91,10.09,D
34.0369,-118.55901,344.56,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,285.94,6.99,D
34.04351,-118.54434,325.4,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,289.66,4.36,D
34.04251,-118.54955,350.66,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,288.44,10.09,D
34.04055,-118.55983,353.46,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,291.59,6.99,D
34.03955,-118.56501,327.67,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,287.19,6.99,D
34.04154,-118.55464,355.57,0.48,0.4,2025-01-07,2040,N21,VIIRS,l,2.0NRT,289.75,10.09,D
34.04617,-118.55029,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,h,2.0NRT,291.93,272.67,D
34.0491,-118.53491,341.36,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,293,3.05,D
34.04813,-118.53999,325.17,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,291.26,4.68,D
34.04715,-118.54517,338.07,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,290.28,4.68,D
34.04321,-118.56579,328.79,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,289.74,404.27,D
34.0452,-118.55537,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,l,2.0NRT,327.89,272.67,D
34.04981,-118.55112,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,h,2.0NRT,334.38,272.67,D
34.04882,-118.55629,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,h,2.0NRT,357.84,272.67,D
34.05275,-118.53572,335.37,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,293.17,3.05,D
34.05178,-118.54077,342.6,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,291.57,4.68,D
34.05079,-118.54598,340.68,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,291.07,4.68,D
34.04689,-118.56643,337.71,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,290.89,404.27,D
34.04786,-118.56132,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,l,2.0NRT,362.53,404.27,D
34.05347,-118.55186,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,h,2.0NRT,348.54,256.73,D
34.05155,-118.56195,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,h,2.0NRT,333.2,284.83,D
34.05737,-118.53133,332.72,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,292.67,0,D
34.05639,-118.5365,340.4,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,310.28,0,D
34.05543,-118.54155,353.38,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,296.71,71.15,D
34.05445,-118.5467,344.22,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,292.58,71.15,D
34.05056,-118.56711,326.1,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,290.66,284.83,D
34.05248,-118.55703,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,l,2.0NRT,361.66,256.73,D
34.05809,-118.54749,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,h,2.0NRT,299.47,71.15,D
34.06103,-118.53204,341.9,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,294.28,0,D
34.05909,-118.54225,340.62,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,304.49,71.15,D
34.05614,-118.55772,342.17,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,292.7,256.73,D
34.05521,-118.56264,340.62,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,291.56,284.83,D
34.06006,-118.53717,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,l,2.0NRT,371.8,0,D
34.05711,-118.55264,306.4,0.48,0.4,2025-01-07,2040,N21,VIIRS,l,2.0NRT,315.25,256.73,D
34.06372,-118.53786,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,h,2.0NRT,351.04,370.83,D
34.06469,-118.53273,332.8,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,293.54,370.83,D
34.06175,-118.54822,355.1,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,308.94,165.13,D
34.06076,-118.5534,325.31,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,290.89,18.06,D
34.06274,-118.54298,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,l,2.0NRT,333.3,165.13,D
34.06641,-118.54366,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,h,2.0NRT,356.01,165.13,D
34.06541,-118.54896,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,h,2.0NRT,351.69,165.13,D
34.06738,-118.53856,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,l,2.0NRT,332.89,370.83,D
34.07007,-118.54438,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,h,2.0NRT,362.08,161.41,D
34.07104,-118.53928,341.44,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,307.66,91.21,D
34.06907,-118.54967,298.71,0.48,0.4,2025-01-07,2040,N21,VIIRS,l,2.0NRT,322.92,161.41,D
34.07373,-118.54512,367,0.48,0.4,2025-01-07,2040,N21,VIIRS,h,2.0NRT,334.29,161.41,D
34.07469,-118.54004,334.18,0.48,0.4,2025-01-07,2040,N21,VIIRS,n,2.0NRT,294.1,91.21,D
35.64153,-120.3828,325.32,0.55,0.43,2025-01-07,2040,N21,VIIRS,n,2.0NRT,293.06,5.21,D
35.64036,-120.38869,328.71,0.55,0.43,2025-01-07,2040,N21,VIIRS,n,2.0NRT,292.58,5.04,D
36.14956,-121.06764,367,0.39,0.44,2025-01-07,2040,N21,VIIRS,h,2.0NRT,298.93,18.97,D
36.36406,-121.31253,348.6,0.39,0.44,2025-01-07,2040,N21,VIIRS,n,2.0NRT,296.87,6.4,D
36.93516,-121.391,337.36,0.39,0.44,2025-01-07,2040,N21,VIIRS,n,2.0NRT,293.06,3.75,D
36.96431,-121.53189,328.4,0.39,0.44,2025-01-07,2040,N21,VIIRS,n,2.0NRT,291.17,5.47,D
36.96343,-121.53618,342.82,0.39,0.44,2025-01-07,2040,N21,VIIRS,n,2.0NRT,292.55,5.47,D
36.96554,-121.53543,338.57,0.39,0.44,2025-01-07,2040,N21,VIIRS,n,2.0NRT,292.46,6.25,D
34.06954,-118.49969,305.26,0.35,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,283.35,1.59,N
34.60881,-117.33642,300.86,0.62,0.54,2025-01-08,0902,N21,VIIRS,n,2.0NRT,275.27,2.47,N
34.60704,-117.33697,300.6,0.61,0.54,2025-01-08,0902,N21,VIIRS,n,2.0NRT,276.1,2.02,N
34.42846,-118.64544,305.48,0.36,0.58,2025-01-08,0902,N21,VIIRS,n,2.0NRT,281.46,0.73,N
34.33834,-118.48504,346.65,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,281.43,33.87,N
34.33804,-118.48067,332.16,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,316.79,33.87,N
34.33778,-118.47691,367,0.36,0.57,2025-01-08,0902,N21,VIIRS,h,2.0NRT,291.78,28.5,N
34.33867,-118.48974,300.08,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,280.11,5.79,N
34.33754,-118.47354,312.82,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,280.9,28.5,N
34.33352,-118.49172,339.65,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,283.98,5.79,N
34.33322,-118.48746,367,0.36,0.57,2025-01-08,0902,N21,VIIRS,h,2.0NRT,285.78,33.87,N
34.33293,-118.48328,367,0.36,0.57,2025-01-08,0902,N21,VIIRS,h,2.0NRT,289.59,33.87,N
34.33265,-118.47926,367,0.36,0.57,2025-01-08,0902,N21,VIIRS,h,2.0NRT,301.56,28.5,N
34.33241,-118.47567,343.73,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,287.84,28.5,N
34.33216,-118.47218,332.27,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,283.3,6.68,N
34.32727,-118.4778,339.6,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,284.54,4.12,N
34.327,-118.47401,367,0.36,0.57,2025-01-08,0902,N21,VIIRS,h,2.0NRT,292.48,16.55,N
34.32675,-118.47025,341.4,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,288.8,16.55,N
34.32834,-118.49348,308.12,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,282.26,1.63,N
34.32808,-118.48963,315.08,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,282.54,1.79,N
34.32781,-118.48568,299.49,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,281.58,1.79,N
34.32753,-118.4817,306.09,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,282.48,4.12,N
34.32181,-118.47536,340.42,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,283.38,16.55,N
34.32234,-118.48306,310.05,0.36,0.57,2025-01-08,0902,N21,VIIRS,n,2.0NRT,282.32,4.12,N
34.22003,-118.09161,314.09,0.34,0.56,2025-01-08,0902,N21,VIIRS,n,2.0NRT,277.44,1.3,N
34.21981,-118.08858,307.48,0.34,0.56,2025-01-08,0902,N21,VIIRS,n,2.0NRT,278.15,1.38,N
34.21227,-118.12659,320.05,0.34,0.56,2025-01-08,0902,N21,VIIRS,n,2.0NRT,281.57,41.69,N
34.21194,-118.12225,354.21,0.34,0.56,2025-01-08,0902,N21,VIIRS,n,2.0NRT,317.43,194.84,N
34.2113,-118.11348,323.25,0.34,0.56,2025-01-08,0902,N21,VIIRS,n,2.0NRT,281.04,63.75,N
34.21096,-118.10873,367,0.34,0.56,2025-01-08,0902,N21,VIIRS,h,2.0NRT,298.77,63.75,N
34.21037,-118.10068,352.87,0.34,0.56,2025-01-08,0902,N21,VIIRS,n,2.0NRT,283.48,162.26,N
34.21013,-118.09743,336.83,0.34,0.56,2025-01-08,0902,N21,VIIRS,n,2.0NRT,280.25,7.2,N
34.2099,-118.09438,344.71,0.34,0.56,2025-01-08,0902,N21,VIIRS,n,2.0NRT,281.22,7.2,N
34.20968,-118.09129,318.13,0.34,0.56,2025-01-08,0902,N21,VIIRS,n,2.0NRT,280,3,N
34.20944,-118.08803,305.83,0.34,0.56,2025-01-08,0902,N21,VIIRS,n,2.0NRT,280.03,3,N
34.20702,-118.12563,367,0.34,0.56,2025-01-08,0902,N21,VIIRS,h,2.0NRT,301.12,77.28,N
