latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
34.19074,-118.14756,305.33,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,286.47,1.48,N
34.18989,-118.14412,301.52,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,285.7,1.15,N
34.18904,-118.14066,303.66,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,284.84,1.15,N
34.18818,-118.13718,296.62,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,283.35,1.27,N
34.18732,-118.1337,309.54,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,285.2,1.27,N
34.18645,-118.13019,312.3,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,287.06,1.11,N
34.18559,-118.12666,304.12,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,284.47,1.11,N
34.18471,-118.12311,299.83,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,283.59,1.45,N
34.18744,-118.15587,298.12,0.33,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,282.43,1.36,N
34.18659,-118.15242,309.93,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,282.25,1.48,N
34.18229,-118.13503,297.73,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,281.73,1.27,N
34.18143,-118.13155,297.79,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,282.39,1.11,N
34.18057,-118.12804,295.63,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,281.87,1.11,N
34.15409,-118.19014,300.66,0.33,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,277.89,1.38,N
34.03313,-118.10626,295.92,0.34,0.56,2025-01-09,1021,N21,VIIRS,n,2.0NRT,278.6,0.42,N
34.09705,-118.52452,367,0.32,0.55,2025-01-09,1021,N21,VIIRS,h,2.0NRT,291.54,13.32,N
34.09628,-118.52134,354.35,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,288.08,13.32,N
34.09872,-118.53149,301.27,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,284.98,4.24,N
34.09785,-118.52782,318.91,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,286.44,4.24,N
34.09677,-118.54516,367,0.32,0.55,2025-01-09,1021,N21,VIIRS,h,2.0NRT,297.79,15.16,N
34.09579,-118.54109,343.43,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,299.36,21.23,N
34.09481,-118.53698,367,0.32,0.55,2025-01-09,1021,N21,VIIRS,h,2.0NRT,309.64,21.23,N
34.09386,-118.53306,346.24,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,324.6,37.29,N
34.09295,-118.52926,346.19,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,332.53,37.29,N
34.09211,-118.5258,320.88,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,304.85,20.96,N
34.09132,-118.52251,367,0.32,0.55,2025-01-09,1021,N21,VIIRS,h,2.0NRT,295.09,20.96,N
34.09053,-118.51926,342.17,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,287.11,5.78,N
34.09428,-118.55653,367,0.32,0.55,2025-01-09,1021,N21,VIIRS,h,2.0NRT,289.86,9.69,N
34.09354,-118.55348,351.32,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,289.64,9.69,N
34.09274,-118.55019,367,0.32,0.55,2025-01-09,1021,N21,VIIRS,h,2.0NRT,293.81,15.16,N
34.09191,-118.54675,367,0.32,0.55,2025-01-09,1021,N21,VIIRS,h,2.0NRT,297.77,15.16,N
34.09101,-118.54301,352.37,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,294.45,21.23,N
34.08557,-118.52043,345.24,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,288.57,5.78,N
34.09008,-118.53915,319.47,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,290.87,21.23,N
34.08912,-118.53513,316,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,291.48,37.29,N
34.08814,-118.53107,304.73,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,288.8,37.29,N
34.08724,-118.52734,299.73,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,288.17,20.96,N
34.08994,-118.56024,298.12,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,287.39,1.29,N
34.08715,-118.5703,367,0.32,0.55,2025-01-09,1021,N21,VIIRS,h,2.0NRT,296.56,10.28,N
34.08636,-118.56709,332.97,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,291.39,10.28,N
34.08798,-118.57376,295.49,0.32,0.54,2025-01-09,1021,N21,VIIRS,n,2.0NRT,284.59,6.29,N
34.08562,-118.56403,302.1,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,288.22,1.29,N
34.0866,-118.58971,367,0.32,0.54,2025-01-09,1021,N21,VIIRS,h,2.0NRT,287.12,23.55,N
34.08579,-118.58636,339.7,0.32,0.54,2025-01-09,1021,N21,VIIRS,n,2.0NRT,303.23,14.19,N
34.08494,-118.58285,367,0.32,0.54,2025-01-09,1021,N21,VIIRS,h,2.0NRT,294.71,14.19,N
34.08409,-118.57932,350.83,0.32,0.54,2025-01-09,1021,N21,VIIRS,n,2.0NRT,308.34,16.67,N
34.08321,-118.57568,367,0.32,0.54,2025-01-09,1021,N21,VIIRS,h,2.0NRT,300.65,16.67,N
34.08231,-118.57195,348.18,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,309.65,8.26,N
34.08146,-118.56845,307.84,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,287.3,8.26,N
34.08068,-118.56522,309.59,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,287.22,1.18,N
34.07992,-118.56213,302.45,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,285.15,1.18,N
34.07922,-118.55923,295.17,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,284.57,1.2,N
34.07711,-118.55051,296.26,0.32,0.55,2025-01-09,1021,N21,VIIRS,n,2.0NRT,284.56,1.02,N
34.0424,-118.54356,327.79,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,295.42,2.06,D
34.20491,-118.06948,336.27,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,290.43,9.03,D
34.22136,-118.10144,355.56,0.49,0.65,2025-01-09,2001,N21,VIIRS,l,2.0NRT,293.44,29.28,D
34.22003,-118.10635,355.65,0.49,0.65,2025-01-09,2001,N21,VIIRS,l,2.0NRT,296.14,29.28,D
34.09925,-118.54841,367,0.52,0.67,2025-01-09,2001,N21,VIIRS,l,2.0NRT,370.38,417.94,D
34.09774,-118.55389,367,0.52,0.67,2025-01-09,2001,N21,VIIRS,l,2.0NRT,369.9,417.94,D
34.09584,-118.56078,207.38,0.52,0.67,2025-01-09,2001,N21,VIIRS,l,2.0NRT,305.84,198.99,D
34.23166,-118.08662,367,0.48,0.65,2025-01-09,2001,N21,VIIRS,h,2.0NRT,299.42,28.51,D
34.22644,-118.1059,367,0.49,0.65,2025-01-09,2001,N21,VIIRS,h,2.0NRT,296.74,29.28,D
34.1077,-118.54116,367,0.52,0.66,2025-01-09,2001,N21,VIIRS,h,2.0NRT,297.42,123.11,D
34.10513,-118.55048,367,0.52,0.67,2025-01-09,2001,N21,VIIRS,h,2.0NRT,319.31,417.94,D
34.10367,-118.55583,367,0.52,0.67,2025-01-09,2001,N21,VIIRS,h,2.0NRT,333.85,417.94,D
34.07085,-118.67485,367,0.53,0.67,2025-01-09,2001,N21,VIIRS,h,2.0NRT,299.71,22.44,D
34.23326,-118.08065,351.24,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,287.78,28.51,D
34.23016,-118.09214,339.18,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,286.47,19.37,D
34.22461,-118.11267,336.59,0.49,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,301.46,25.57,D
34.2225,-118.12047,340.12,0.49,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,287.88,25.57,D
34.10645,-118.54573,337.81,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,306.64,123.11,D
34.10199,-118.5619,346.23,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,292.31,198.99,D
34.06882,-118.6822,341.04,0.53,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,294.49,18.73,D
34.23248,-118.10681,345.56,0.49,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,286.86,75.46,D
34.22817,-118.12276,354.01,0.49,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,289.47,178.12,D
34.22609,-118.13045,331.65,0.49,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,286.15,10.38,D
34.07033,-118.68095,367,0.53,0.67,2025-01-09,2001,N21,VIIRS,h,2.0NRT,296.97,15.75,D
34.22958,-118.11229,350.52,0.49,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,321.29,242.6,D
34.10587,-118.55505,325.43,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,290.59,6.2,D
34.07264,-118.67283,338.21,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,298.15,13.51,D
36.09613,-121.03602,331.71,0.62,0.71,2025-01-09,2001,N21,VIIRS,n,2.0NRT,292.03,4.6,D
36.09568,-121.03897,327.75,0.62,0.71,2025-01-09,2001,N21,VIIRS,n,2.0NRT,292,3.73,D
34.20275,-118.07743,336.96,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,290.16,7.85,D
34.21317,-118.06221,333.57,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,289.92,9.03,D
34.2106,-118.07166,354.44,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,293.8,9.03,D
34.20819,-118.08051,347.4,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,290.75,7.85,D
34.20635,-118.08727,330.1,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,286.06,7.85,D
34.20462,-118.09359,325.16,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,285.8,6.98,D
34.08947,-118.51366,330.7,0.51,0.66,2025-01-09,2001,N21,VIIRS,n,2.0NRT,295.45,35.35,D
34.08778,-118.51979,346.9,0.51,0.66,2025-01-09,2001,N21,VIIRS,n,2.0NRT,312.65,35.35,D
34.21397,-118.08234,353.28,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,290.95,52.27,D
34.21256,-118.08754,353.3,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,287.75,52.27,D
34.21135,-118.092,344.45,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,286.64,9.51,D
34.21009,-118.09665,330.85,0.49,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,284.8,9.51,D
34.09386,-118.52114,352.58,0.51,0.66,2025-01-09,2001,N21,VIIRS,n,2.0NRT,321.77,97.81,D
34.09223,-118.52702,328.8,0.51,0.66,2025-01-09,2001,N21,VIIRS,n,2.0NRT,300.62,62.54,D
34.21923,-118.063,355.39,0.48,0.65,2025-01-09,2001,N21,VIIRS,l,2.0NRT,289.82,120.16,D
34.21865,-118.08823,367,0.48,0.65,2025-01-09,2001,N21,VIIRS,h,2.0NRT,290.73,52.27,D
34.0998,-118.52299,367,0.51,0.66,2025-01-09,2001,N21,VIIRS,h,2.0NRT,315.43,97.81,D
34.09825,-118.5286,367,0.51,0.66,2025-01-09,2001,N21,VIIRS,h,2.0NRT,332.23,62.54,D
34.0917,-118.55236,367,0.52,0.67,2025-01-09,2001,N21,VIIRS,h,2.0NRT,302.51,18.82,D
34.08604,-118.57288,367,0.52,0.67,2025-01-09,2001,N21,VIIRS,h,2.0NRT,300.37,41.76,D
34.08474,-118.57758,367,0.52,0.67,2025-01-09,2001,N21,VIIRS,h,2.0NRT,312.29,41.76,D
34.0743,-118.61536,367,0.52,0.67,2025-01-09,2001,N21,VIIRS,h,2.0NRT,296.76,13.56,D
34.22536,-118.06352,354.78,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,286.71,120.16,D
34.22302,-118.07216,342.04,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,310.21,120.16,D
34.2202,-118.08253,336.39,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,295.66,52.27,D
34.21753,-118.09238,351.84,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,289.81,9.51,D
34.21645,-118.09634,340.44,0.49,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,289.77,9.51,D
34.21526,-118.10078,336.67,0.49,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,289.33,12.23,D
34.09692,-118.53345,352.9,0.52,0.66,2025-01-09,2001,N21,VIIRS,n,2.0NRT,310.36,62.54,D
34.09569,-118.53792,335.36,0.52,0.66,2025-01-09,2001,N21,VIIRS,n,2.0NRT,300.53,13.48,D
34.09451,-118.5422,348.66,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,304.28,13.48,D
34.09322,-118.54684,344.97,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,303.47,18.82,D
34.08968,-118.55968,355.58,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,298.67,18.97,D
34.0876,-118.56721,348.49,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,294.96,18.97,D
34.08344,-118.58231,342.72,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,297.9,33.06,D
34.08191,-118.58784,339.57,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,290.68,33.06,D
34.08023,-118.59391,326.89,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,287.83,9.57,D
34.0755,-118.61103,350.83,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,295.71,13.56,D
34.06622,-118.64459,340.63,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,293.56,5.6,D
34.22947,-118.0715,367,0.48,0.65,2025-01-09,2001,N21,VIIRS,h,2.0NRT,292.34,44.72,D
34.10312,-118.53436,367,0.52,0.66,2025-01-09,2001,N21,VIIRS,h,2.0NRT,336.41,275.51,D
34.10061,-118.5435,367,0.52,0.67,2025-01-09,2001,N21,VIIRS,h,2.0NRT,356.6,123.11,D
34.094,-118.56744,367,0.52,0.67,2025-01-09,2001,N21,VIIRS,h,2.0NRT,293.07,198.99,D
34.09081,-118.57904,367,0.52,0.67,2025-01-09,2001,N21,VIIRS,h,2.0NRT,297.68,38.06,D
34.08791,-118.58953,367,0.52,0.67,2025-01-09,2001,N21,VIIRS,h,2.0NRT,294.85,40.03,D
34.22688,-118.08109,348.59,0.48,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,297.84,28.51,D
34.22254,-118.0971,354.84,0.49,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,291.65,19.37,D
34.21819,-118.11314,351.53,0.49,0.65,2025-01-09,2001,N21,VIIRS,n,2.0NRT,291.5,25.57,D
34.10574,-118.52482,343.11,0.51,0.66,2025-01-09,2001,N21,VIIRS,n,2.0NRT,295.44,49.87,D
34.1019,-118.5388,351.98,0.52,0.66,2025-01-09,2001,N21,VIIRS,n,2.0NRT,324.1,123.11,D
34.09234,-118.57348,350.23,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,291.59,38.06,D
34.08939,-118.5842,338.08,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,302.74,40.03,D
34.08625,-118.59557,345.15,0.52,0.67,2025-01-09,2001,N21,VIIRS,n,2.0NRT,289.04,15.84,D
34.22507,-118.08775,355.65,0.48,0.65,2025-01-09,2001,N21,VIIRS,l,2.0NRT,293.02,28.51,D
34.22373,-118.0927,355.56,0.48,0.65,2025-01-09,2001,N21,VIIRS,l,2.0NRT,293.35,19.37,D
34.20397,-118.06515,327.08,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,291.19,6.96,D
34.20357,-118.07259,341.65,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,288.98,12.74,D
34.20911,-118.07672,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,299.3,12.74,D
34.20892,-118.0802,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,300.09,16.06,D
34.20965,-118.06681,335.96,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,292.14,6.96,D
34.20947,-118.07011,341.09,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,293.45,6.96,D
34.20929,-118.07339,351.2,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,295.85,12.74,D
34.21552,-118.06487,350.01,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,313.84,118.64,D
34.21516,-118.07127,346.84,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,317.13,199.48,D
34.215,-118.07439,352.12,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,304.84,27.51,D
34.21482,-118.07764,347.23,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,298.51,27.51,D
34.21574,-118.06087,355.72,0.44,0.62,2025-01-09,2142,N21,VIIRS,l,2.0NRT,299.99,118.64,D
34.22102,-118.06974,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,325.23,199.48,D
34.22066,-118.07609,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,302.27,27.51,D
34.22048,-118.07942,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,301.52,27.51,D
34.22027,-118.08324,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,298.66,13.14,D
34.22166,-118.05782,335.69,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,295.15,37.55,D
34.22141,-118.06264,355.41,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,312.47,118.64,D
34.22002,-118.08777,329.43,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,295.59,13.14,D
34.21937,-118.09994,330.55,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,295.15,8.53,D
34.21908,-118.10524,334.66,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,295.22,7.61,D
34.21638,-118.15408,335.63,0.43,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,295.06,5.16,D
34.22686,-118.06833,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,319.87,17.66,D
34.22666,-118.07198,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,312.12,29.9,D
34.2261,-118.08202,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,299.94,24.92,D
34.22561,-118.09103,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,301.55,16.67,D
34.22469,-118.10778,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,298.83,141.92,D
34.22708,-118.06426,353.17,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,296.45,17.66,D
34.22588,-118.08613,351.44,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,301.33,16.67,D
34.22529,-118.09686,340.03,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,296.23,35.19,D
34.22495,-118.10311,347.94,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,298.72,35.19,D
34.22447,-118.11181,354.27,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,301.51,141.92,D
34.22427,-118.11557,344.89,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,290.92,72.3,D
34.22649,-118.07512,355.57,0.44,0.62,2025-01-09,2142,N21,VIIRS,l,2.0NRT,308.88,29.9,D
34.2263,-118.07841,355.54,0.44,0.62,2025-01-09,2142,N21,VIIRS,l,2.0NRT,305.03,24.92,D
34.23239,-118.07251,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,302.3,29.9,D
34.23217,-118.07648,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,303.36,29.9,D
34.23195,-118.08047,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,302.1,24.92,D
34.23172,-118.08474,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,300.59,24.92,D
34.23146,-118.08934,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,300.6,16.67,D
34.23119,-118.09426,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,300.47,16.67,D
34.23035,-118.10949,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,337.19,141.92,D
34.23263,-118.06814,340.53,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,293.46,17.66,D
34.23086,-118.10033,342.2,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,297.44,35.19,D
34.23057,-118.10558,353.94,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,325.15,35.19,D
34.22977,-118.12005,329.88,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,288.86,72.3,D
34.23016,-118.11304,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,l,2.0NRT,356.11,141.92,D
34.22996,-118.11655,207.38,0.44,0.62,2025-01-09,2142,N21,VIIRS,l,2.0NRT,316.47,72.3,D
34.23607,-118.11015,367,0.44,0.62,2025-01-09,2142,N21,VIIRS,h,2.0NRT,299.96,95.42,D
34.23792,-118.07678,334.11,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,286.36,3.97,D
34.23761,-118.08222,340.99,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,289.12,5.18,D
34.23586,-118.11381,344.81,0.44,0.62,2025-01-09,2142,N21,VIIRS,n,2.0NRT,311.69,95.42,D
34.23565,-118.11755,207.38,0.44,0.62,2025-01-09,2142,N21,VIIRS,l,2.0NRT,313.41,149.13,D
36.61919,-119.01221,335.81,0.41,0.6,2025-01-09,2142,N21,VIIRS,n,2.0NRT,289.99,5.63,D
34.06419,-118.67932,342.38,0.4,0.6,2025-01-09,2142,N21,VIIRS,n,2.0NRT,301.6,23.29,D
34.06977,-118.67912,367,0.4,0.6,2025-01-09,2142,N21,VIIRS,h,2.0NRT,315.64,23.29,D
34.07382,-118.61012,331.27,0.41,0.6,2025-01-09,2142,N21,VIIRS,n,2.0NRT,296.55,2.73,D
34.06955,-118.68285,346.59,0.4,0.6,2025-01-09,2142,N21,VIIRS,n,2.0NRT,297.73,28.42,D
34.07553,-118.67583,367,0.4,0.6,2025-01-09,2142,N21,VIIRS,h,2.0NRT,302.1,6.37,D
34.0801,-118.59816,335.87,0.41,0.6,2025-01-09,2142,N21,VIIRS,n,2.0NRT,294.66,70.95,D
34.07572,-118.67272,325.8,0.4,0.6,2025-01-09,2142,N21,VIIRS,n,2.0NRT,298.27,4.56,D
34.07534,-118.679,327.55,0.4,0.6,2025-01-09,2142,N21,VIIRS,n,2.0NRT,299.04,6.37,D
34.08669,-118.5814,367,0.41,0.61,2025-01-09,2142,N21,VIIRS,h,2.0NRT,312.75,15.62,D
34.08614,-118.59064,367,0.41,0.61,2025-01-09,2142,N21,VIIRS,h,2.0NRT,316.14,31.25,D
34.08591,-118.59465,367,0.41,0.6,2025-01-09,2142,N21,VIIRS,h,2.0NRT,302.78,70.95,D
34.08567,-118.59876,367,0.41,0.6,2025-01-09,2142,N21,VIIRS,h,2.0NRT,344.24,70.95,D
34.09008,-118.5234,328.19,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,295.22,2.22,D
34.08982,-118.52784,334.53,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,295.2,2.22,D
34.08952,-118.53313,325.74,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,293.19,2.89,D
34.08726,-118.57166,335.9,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,298.66,5.86,D
34.08698,-118.57635,335.31,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,299.43,15.62,D
34.0864,-118.58632,353.74,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,307.36,31.25,D
34.08541,-118.6031,327.18,0.41,0.6,2025-01-09,2142,N21,VIIRS,n,2.0NRT,292.87,46.94,D
34.09391,-118.55402,367,0.41,0.61,2025-01-09,2142,N21,VIIRS,h,2.0NRT,317.29,45.11,D
34.09368,-118.55779,367,0.41,0.61,2025-01-09,2142,N21,VIIRS,h,2.0NRT,299.38,45.11,D
34.09221,-118.58264,367,0.41,0.61,2025-01-09,2142,N21,VIIRS,h,2.0NRT,302.48,15.43,D
34.09667,-118.50691,334.23,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,287.32,6.61,D
34.09636,-118.51229,332.67,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,290.59,6.61,D
34.09611,-118.51646,331.78,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,290.74,17.32,D
34.09588,-118.52039,338.53,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,291.12,17.32,D
34.09564,-118.52448,337.17,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,296.16,89.19,D
34.09539,-118.52881,330.54,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,297.1,89.19,D
34.09509,-118.53389,328.38,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,297.01,25.06,D
34.09476,-118.53945,329.94,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,293.73,25.06,D
34.09444,-118.54504,336.2,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,298.16,29.31,D
34.09415,-118.54983,335.8,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,300.22,29.31,D
34.09195,-118.58703,339.71,0.41,0.61,2025-01-09,2142,N21,VIIRS,n,2.0NRT,295.81,8.9,D
34.10191,-118.51338,367,0.41,0.61,2025-01-09,2142,N21,VIIRS,h,2.0NRT,290.65,6.61,D
34.10168,-118.51725,367,0.41,0.61,2025-01-09,2142,N21,VIIRS,h,2.0NRT,292.04,17.32,D
34.10145,-118.52121,367,0.41,0.61,2025-01-09,2142,N21,VIIRS,h,2.0NRT,297.22,17.32,D
34.10093,-118.53,367,0.41,0.61,2025-01-09,2142,N21,VIIRS,h,2.0NRT,338.34,89.19,D
34.10028,-118.54096,367,0.41,0.61,2025-01-09,2142,N21,VIIRS,h,2.0NRT,306.25,25.06,D
34.09998,-118.54611,367,0.41,0.61,2025-01-09,2142,N21,VIIRS,h,2.0NRT,316.78,29.31,D
34.09946,-118.55505,367,0.41,0.61,2025-01-09,2142,N21,VIIRS,h,2.0NRT,356.13,45.11,D
